category,fdr_rate,name,proteins
Molecular Function (Gene Ontology),1.3393813840989465e-8,"Transmembrane transporter activity","10090.ENSMUSP00000041204,10090.ENSMUSP00000069495,10090.ENSMUSP00000110729,10090.ENSMUSP00000097743,10090.ENSMUSP00000031354,10090.ENSMUSP00000013995,10090.ENSMUSP00000027396,10090.ENSMUSP00000075011,10090.ENSMUSP00000033695,10090.ENSMUSP00000068940,10090.ENSMUSP00000026208,10090.ENSMUSP00000112538,10090.ENSMUSP00000020948,10090.ENSMUSP00000097860,10090.ENSMUSP00000009058,10090.ENSMUSP00000035458,10090.ENSMUSP00000002084,10090.ENSMUSP00000047927,10090.ENSMUSP00000035246,10090.ENSMUSP00000029770,10090.ENSMUSP00000031822,10090.ENSMUSP00000021666,10090.ENSMUSP00000040465"
Molecular Function (Gene Ontology),3.639220519356791e-8,"acetyl-CoA C-acyltransferase activity","10090.ENSMUSP00000042351,10090.ENSMUSP00000037348,10090.ENSMUSP00000034547,10090.ENSMUSP00000010795,10090.ENSMUSP00000007005"
Biological Process (Gene Ontology),3.683097085379888e-8,"acetyl-CoA metabolic process","10090.ENSMUSP00000078436,10090.ENSMUSP00000099490,10090.ENSMUSP00000099642,10090.ENSMUSP00000103012,10090.ENSMUSP00000037348,10090.ENSMUSP00000034547,10090.ENSMUSP00000031707"
Reactome Pathways,5.1885491588875316e-8,"Metabolism","10090.ENSMUSP00000053971,10090.ENSMUSP00000015829,10090.ENSMUSP00000097743,10090.ENSMUSP00000040048,10090.ENSMUSP00000023116,10090.ENSMUSP00000031445,10090.ENSMUSP00000078436,10090.ENSMUSP00000037348,10090.ENSMUSP00000010795,10090.ENSMUSP00000002549,10090.ENSMUSP00000110172,10090.ENSMUSP00000026208,10090.ENSMUSP00000031707,10090.ENSMUSP00000062037,10090.ENSMUSP00000011492,10090.ENSMUSP00000099642,10090.ENSMUSP00000072483,10090.ENSMUSP00000103012,10090.ENSMUSP00000034547,10090.ENSMUSP00000043424,10090.ENSMUSP00000002084,10090.ENSMUSP00000027153,10090.ENSMUSP00000044134,10090.ENSMUSP00000099490,10090.ENSMUSP00000099634,10090.ENSMUSP00000031822,10090.ENSMUSP00000112908,10090.ENSMUSP00000007005,10090.ENSMUSP00000021666,10090.ENSMUSP00000031524"
Biological Process (Gene Ontology),5.747056796324173e-8,"Cellular catabolic process","10090.ENSMUSP00000129169,10090.ENSMUSP00000040048,10090.ENSMUSP00000078436,10090.ENSMUSP00000001963,10090.ENSMUSP00000042351,10090.ENSMUSP00000037348,10090.ENSMUSP00000010795,10090.ENSMUSP00000068940,10090.ENSMUSP00000110172,10090.ENSMUSP00000026208,10090.ENSMUSP00000031707,10090.ENSMUSP00000007251,10090.ENSMUSP00000062037,10090.ENSMUSP00000063548,10090.ENSMUSP00000072483,10090.ENSMUSP00000034547,10090.ENSMUSP00000043424,10090.ENSMUSP00000038361,10090.ENSMUSP00000075167,10090.ENSMUSP00000002084,10090.ENSMUSP00000027153,10090.ENSMUSP00000099634,10090.ENSMUSP00000029770,10090.ENSMUSP00000112908,10090.ENSMUSP00000007005,10090.ENSMUSP00000053558,10090.ENSMUSP00000031524"
Biological Process (Gene Ontology),6.460708890565334e-8,"Catabolic process","10090.ENSMUSP00000116130,10090.ENSMUSP00000129169,10090.ENSMUSP00000040048,10090.ENSMUSP00000078436,10090.ENSMUSP00000001963,10090.ENSMUSP00000042351,10090.ENSMUSP00000037348,10090.ENSMUSP00000010795,10090.ENSMUSP00000068940,10090.ENSMUSP00000110172,10090.ENSMUSP00000026208,10090.ENSMUSP00000031707,10090.ENSMUSP00000007251,10090.ENSMUSP00000062037,10090.ENSMUSP00000063548,10090.ENSMUSP00000072483,10090.ENSMUSP00000034547,10090.ENSMUSP00000043424,10090.ENSMUSP00000038361,10090.ENSMUSP00000075167,10090.ENSMUSP00000002084,10090.ENSMUSP00000027153,10090.ENSMUSP00000044134,10090.ENSMUSP00000099634,10090.ENSMUSP00000029770,10090.ENSMUSP00000112908,10090.ENSMUSP00000007005,10090.ENSMUSP00000053558,10090.ENSMUSP00000031524"
Molecular Function (Gene Ontology),9.599801839557639e-8,"Transporter activity","10090.ENSMUSP00000041204,10090.ENSMUSP00000069495,10090.ENSMUSP00000110729,10090.ENSMUSP00000097743,10090.ENSMUSP00000031354,10090.ENSMUSP00000013995,10090.ENSMUSP00000027396,10090.ENSMUSP00000075011,10090.ENSMUSP00000033695,10090.ENSMUSP00000068940,10090.ENSMUSP00000026208,10090.ENSMUSP00000112538,10090.ENSMUSP00000020948,10090.ENSMUSP00000097860,10090.ENSMUSP00000009058,10090.ENSMUSP00000035458,10090.ENSMUSP00000002084,10090.ENSMUSP00000047927,10090.ENSMUSP00000035246,10090.ENSMUSP00000029770,10090.ENSMUSP00000031822,10090.ENSMUSP00000021666,10090.ENSMUSP00000040465"
Molecular Function (Gene Ontology),1.3547805910019774e-7,"long-chain-acyl-CoA dehydrogenase activity","10090.ENSMUSP00000043424,10090.ENSMUSP00000011492,10090.ENSMUSP00000027153,10090.ENSMUSP00000099634"
Molecular Function (Gene Ontology),1.3547805910019774e-7,"Heterocyclic compound binding","10090.ENSMUSP00000041204,10090.ENSMUSP00000069495,10090.ENSMUSP00000110729,10090.ENSMUSP00000036881,10090.ENSMUSP00000015829,10090.ENSMUSP00000097743,10090.ENSMUSP00000031354,10090.ENSMUSP00000013995,10090.ENSMUSP00000031445,10090.ENSMUSP00000078436,10090.ENSMUSP00000027396,10090.ENSMUSP00000075011,10090.ENSMUSP00000033695,10090.ENSMUSP00000034441,10090.ENSMUSP00000045888,10090.ENSMUSP00000068940,10090.ENSMUSP00000110172,10090.ENSMUSP00000026208,10090.ENSMUSP00000011492,10090.ENSMUSP00000030795,10090.ENSMUSP00000112538,10090.ENSMUSP00000020948,10090.ENSMUSP00000003319,10090.ENSMUSP00000079379,10090.ENSMUSP00000063548,10090.ENSMUSP00000097860,10090.ENSMUSP00000103012,10090.ENSMUSP00000072483,10090.ENSMUSP00000099642,10090.ENSMUSP00000043424,10090.ENSMUSP00000009058,10090.ENSMUSP00000027888,10090.ENSMUSP00000024733,10090.ENSMUSP00000075167,10090.ENSMUSP00000035458,10090.ENSMUSP00000002084,10090.ENSMUSP00000027153,10090.ENSMUSP00000047927,10090.ENSMUSP00000035246,10090.ENSMUSP00000100038,10090.ENSMUSP00000099490,10090.ENSMUSP00000099634,10090.ENSMUSP00000138215,10090.ENSMUSP00000029770,10090.ENSMUSP00000031822,10090.ENSMUSP00000112908,10090.ENSMUSP00000021666,10090.ENSMUSP00000040465,10090.ENSMUSP00000113792,10090.ENSMUSP00000031524"
Biological Process (Gene Ontology),1.4502495796531045e-7,"Fatty acid beta-oxidation using acyl-coa dehydrogenase","10090.ENSMUSP00000027153,10090.ENSMUSP00000099634,10090.ENSMUSP00000072483,10090.ENSMUSP00000043424,10090.ENSMUSP00000031524"
KEGG,1.4766113392215568e-7,"Metabolic pathways","10090.ENSMUSP00000027153,10090.ENSMUSP00000078436,10090.ENSMUSP00000100038,10090.ENSMUSP00000099634,10090.ENSMUSP00000099642,10090.ENSMUSP00000103012,10090.ENSMUSP00000023116,10090.ENSMUSP00000010795,10090.ENSMUSP00000104462,10090.ENSMUSP00000031524,10090.ENSMUSP00000031445"
Biological Process (Gene Ontology),2.03065465119115e-7,"Organic substance catabolic process","10090.ENSMUSP00000116130,10090.ENSMUSP00000129169,10090.ENSMUSP00000040048,10090.ENSMUSP00000078436,10090.ENSMUSP00000001963,10090.ENSMUSP00000042351,10090.ENSMUSP00000037348,10090.ENSMUSP00000010795,10090.ENSMUSP00000068940,10090.ENSMUSP00000031707,10090.ENSMUSP00000007251,10090.ENSMUSP00000062037,10090.ENSMUSP00000063548,10090.ENSMUSP00000072483,10090.ENSMUSP00000034547,10090.ENSMUSP00000043424,10090.ENSMUSP00000038361,10090.ENSMUSP00000002084,10090.ENSMUSP00000027153,10090.ENSMUSP00000044134,10090.ENSMUSP00000099634,10090.ENSMUSP00000029770,10090.ENSMUSP00000112908,10090.ENSMUSP00000007005,10090.ENSMUSP00000053558,10090.ENSMUSP00000031524"
Cellular Component (Gene Ontology),2.1474151554553177e-7,"Mitochondrial membrane","10090.ENSMUSP00000002084,10090.ENSMUSP00000011492,10090.ENSMUSP00000110729,10090.ENSMUSP00000129169,10090.ENSMUSP00000027153,10090.ENSMUSP00000020948,10090.ENSMUSP00000027396,10090.ENSMUSP00000099634,10090.ENSMUSP00000075011,10090.ENSMUSP00000037348,10090.ENSMUSP00000029770,10090.ENSMUSP00000034547,10090.ENSMUSP00000031822,10090.ENSMUSP00000043424,10090.ENSMUSP00000072483,10090.ENSMUSP00000033695,10090.ENSMUSP00000078593,10090.ENSMUSP00000031524"
Biological Process (Gene Ontology),2.389052595382141e-7,"Transmembrane transport","10090.ENSMUSP00000041204,10090.ENSMUSP00000069495,10090.ENSMUSP00000110729,10090.ENSMUSP00000097743,10090.ENSMUSP00000031354,10090.ENSMUSP00000013995,10090.ENSMUSP00000027396,10090.ENSMUSP00000075011,10090.ENSMUSP00000033695,10090.ENSMUSP00000068940,10090.ENSMUSP00000026208,10090.ENSMUSP00000112538,10090.ENSMUSP00000020948,10090.ENSMUSP00000097860,10090.ENSMUSP00000009058,10090.ENSMUSP00000035458,10090.ENSMUSP00000002084,10090.ENSMUSP00000047927,10090.ENSMUSP00000035246,10090.ENSMUSP00000029770,10090.ENSMUSP00000031822,10090.ENSMUSP00000021666,10090.ENSMUSP00000040465"
Molecular Function (Gene Ontology),2.39851668243314e-7,"Organic cyclic compound binding","10090.ENSMUSP00000041204,10090.ENSMUSP00000069495,10090.ENSMUSP00000110729,10090.ENSMUSP00000036881,10090.ENSMUSP00000015829,10090.ENSMUSP00000097743,10090.ENSMUSP00000031354,10090.ENSMUSP00000013995,10090.ENSMUSP00000031445,10090.ENSMUSP00000078436,10090.ENSMUSP00000027396,10090.ENSMUSP00000075011,10090.ENSMUSP00000033695,10090.ENSMUSP00000034441,10090.ENSMUSP00000045888,10090.ENSMUSP00000068940,10090.ENSMUSP00000110172,10090.ENSMUSP00000026208,10090.ENSMUSP00000011492,10090.ENSMUSP00000030795,10090.ENSMUSP00000112538,10090.ENSMUSP00000020948,10090.ENSMUSP00000003319,10090.ENSMUSP00000079379,10090.ENSMUSP00000063548,10090.ENSMUSP00000097860,10090.ENSMUSP00000103012,10090.ENSMUSP00000072483,10090.ENSMUSP00000099642,10090.ENSMUSP00000043424,10090.ENSMUSP00000009058,10090.ENSMUSP00000027888,10090.ENSMUSP00000024733,10090.ENSMUSP00000075167,10090.ENSMUSP00000035458,10090.ENSMUSP00000002084,10090.ENSMUSP00000027153,10090.ENSMUSP00000047927,10090.ENSMUSP00000035246,10090.ENSMUSP00000100038,10090.ENSMUSP00000099490,10090.ENSMUSP00000099634,10090.ENSMUSP00000138215,10090.ENSMUSP00000029770,10090.ENSMUSP00000031822,10090.ENSMUSP00000112908,10090.ENSMUSP00000021666,10090.ENSMUSP00000040465,10090.ENSMUSP00000113792,10090.ENSMUSP00000031524"
Molecular Function (Gene Ontology),3.8695516376058767e-7,"fatty-acyl-CoA binding","10090.ENSMUSP00000011492,10090.ENSMUSP00000027153,10090.ENSMUSP00000099634,10090.ENSMUSP00000072483,10090.ENSMUSP00000110172,10090.ENSMUSP00000031524"
Molecular Function (Gene Ontology),4.132594352265238e-7,"Acylglycerol lipase activity","10090.ENSMUSP00000007251,10090.ENSMUSP00000129169,10090.ENSMUSP00000002549,10090.ENSMUSP00000053558,10090.ENSMUSP00000038361"
KEGG,6.257493350741624e-7,"Butanoate metabolism","10090.ENSMUSP00000063548,10090.ENSMUSP00000045912,10090.ENSMUSP00000034547,10090.ENSMUSP00000007005,10090.ENSMUSP00000031524,10090.ENSMUSP00000031445"
Cellular Component (Gene Ontology),6.377710996151183e-7,"Mitochondrial envelope","10090.ENSMUSP00000002084,10090.ENSMUSP00000011492,10090.ENSMUSP00000110729,10090.ENSMUSP00000129169,10090.ENSMUSP00000027153,10090.ENSMUSP00000020948,10090.ENSMUSP00000027396,10090.ENSMUSP00000099634,10090.ENSMUSP00000075011,10090.ENSMUSP00000037348,10090.ENSMUSP00000029770,10090.ENSMUSP00000034547,10090.ENSMUSP00000031822,10090.ENSMUSP00000043424,10090.ENSMUSP00000072483,10090.ENSMUSP00000033695,10090.ENSMUSP00000078593,10090.ENSMUSP00000031524"
Molecular Function (Gene Ontology),7.743143124203769e-7,"acyl-CoA binding","10090.ENSMUSP00000011492,10090.ENSMUSP00000027153,10090.ENSMUSP00000099634,10090.ENSMUSP00000072483,10090.ENSMUSP00000110172,10090.ENSMUSP00000031524"
Biological Process (Gene Ontology),9.873808578082572e-7,"Regulation of intestinal absorption","10090.ENSMUSP00000041204,10090.ENSMUSP00000069495,10090.ENSMUSP00000035246,10090.ENSMUSP00000031822,10090.ENSMUSP00000007005"
Biological Process (Gene Ontology),0.0000012493589755994164,"Oxidation-reduction process","10090.ENSMUSP00000015829,10090.ENSMUSP00000023116,10090.ENSMUSP00000042351,10090.ENSMUSP00000037348,10090.ENSMUSP00000010795,10090.ENSMUSP00000068940,10090.ENSMUSP00000031707,10090.ENSMUSP00000011492,10090.ENSMUSP00000072483,10090.ENSMUSP00000034547,10090.ENSMUSP00000043424,10090.ENSMUSP00000002084,10090.ENSMUSP00000027153,10090.ENSMUSP00000100038,10090.ENSMUSP00000099634,10090.ENSMUSP00000138215,10090.ENSMUSP00000029770,10090.ENSMUSP00000112908,10090.ENSMUSP00000007005,10090.ENSMUSP00000031524"
KEGG,0.0000013780923247233135,"Peroxisome","10090.ENSMUSP00000002084,10090.ENSMUSP00000042351,10090.ENSMUSP00000029770,10090.ENSMUSP00000010795,10090.ENSMUSP00000021666,10090.ENSMUSP00000068940,10090.ENSMUSP00000092702,10090.ENSMUSP00000080256"
Molecular Function (Gene Ontology),0.0000013780923247233135,"Flavin adenine dinucleotide binding","10090.ENSMUSP00000011492,10090.ENSMUSP00000027153,10090.ENSMUSP00000015829,10090.ENSMUSP00000099634,10090.ENSMUSP00000072483,10090.ENSMUSP00000043424,10090.ENSMUSP00000112908,10090.ENSMUSP00000031524"
Biological Process (Gene Ontology),0.0000014940844757193674,"Sulfur compound metabolic process","10090.ENSMUSP00000002084,10090.ENSMUSP00000078436,10090.ENSMUSP00000099490,10090.ENSMUSP00000015829,10090.ENSMUSP00000099642,10090.ENSMUSP00000037348,10090.ENSMUSP00000026208,10090.ENSMUSP00000034547,10090.ENSMUSP00000103012,10090.ENSMUSP00000092702,10090.ENSMUSP00000080256,10090.ENSMUSP00000031707"
Molecular Function (Gene Ontology),0.000003023212226916179,"Fatty acid derivative binding","10090.ENSMUSP00000011492,10090.ENSMUSP00000027153,10090.ENSMUSP00000099634,10090.ENSMUSP00000072483,10090.ENSMUSP00000110172,10090.ENSMUSP00000031524"
Biological Process (Gene Ontology),0.000003763872691827222,"Xenobiotic detoxification by transmembrane export across the plasma membrane","10090.ENSMUSP00000041204,10090.ENSMUSP00000026208,10090.ENSMUSP00000097743,10090.ENSMUSP00000031822"
KEGG,0.000004081005720350437,"Bile secretion","10090.ENSMUSP00000041204,10090.ENSMUSP00000069495,10090.ENSMUSP00000035246,10090.ENSMUSP00000026208,10090.ENSMUSP00000031822,10090.ENSMUSP00000009058,10090.ENSMUSP00000092702,10090.ENSMUSP00000080256"
Reactome Pathways,0.000004155724444234986,"Mitochondrial Fatty Acid Beta-Oxidation","10090.ENSMUSP00000027153,10090.ENSMUSP00000099634,10090.ENSMUSP00000072483,10090.ENSMUSP00000037348,10090.ENSMUSP00000043424,10090.ENSMUSP00000031524"
Cellular Component (Gene Ontology),0.000004436743006193156,"Peroxisome","10090.ENSMUSP00000002084,10090.ENSMUSP00000042351,10090.ENSMUSP00000029770,10090.ENSMUSP00000010795,10090.ENSMUSP00000043424,10090.ENSMUSP00000068940,10090.ENSMUSP00000110172,10090.ENSMUSP00000092702,10090.ENSMUSP00000080256"
Cellular Component (Gene Ontology),0.000004436743006193156,"Microbody","10090.ENSMUSP00000002084,10090.ENSMUSP00000042351,10090.ENSMUSP00000029770,10090.ENSMUSP00000010795,10090.ENSMUSP00000043424,10090.ENSMUSP00000068940,10090.ENSMUSP00000110172,10090.ENSMUSP00000092702,10090.ENSMUSP00000080256"
Molecular Function (Gene Ontology),0.000004974734905306036,"Xenobiotic transmembrane transporter activity","10090.ENSMUSP00000041204,10090.ENSMUSP00000097743,10090.ENSMUSP00000031822,10090.ENSMUSP00000009058,10090.ENSMUSP00000026208"
Biological Process (Gene Ontology),0.000005435324827319848,"Cellular metabolic process","10090.ENSMUSP00000053971,10090.ENSMUSP00000116130,10090.ENSMUSP00000129169,10090.ENSMUSP00000036881,10090.ENSMUSP00000015829,10090.ENSMUSP00000040048,10090.ENSMUSP00000023116,10090.ENSMUSP00000080256,10090.ENSMUSP00000031445,10090.ENSMUSP00000078436,10090.ENSMUSP00000001963,10090.ENSMUSP00000027396,10090.ENSMUSP00000042351,10090.ENSMUSP00000037348,10090.ENSMUSP00000010795,10090.ENSMUSP00000045888,10090.ENSMUSP00000034441,10090.ENSMUSP00000002549,10090.ENSMUSP00000068940,10090.ENSMUSP00000110172,10090.ENSMUSP00000118491,10090.ENSMUSP00000092702,10090.ENSMUSP00000026208,10090.ENSMUSP00000031707,10090.ENSMUSP00000007251,10090.ENSMUSP00000062037,10090.ENSMUSP00000011492,10090.ENSMUSP00000112538,10090.ENSMUSP00000041243,10090.ENSMUSP00000079379,10090.ENSMUSP00000063548,10090.ENSMUSP00000072483,10090.ENSMUSP00000103012,10090.ENSMUSP00000099642,10090.ENSMUSP00000034547,10090.ENSMUSP00000043424,10090.ENSMUSP00000027888,10090.ENSMUSP00000038361,10090.ENSMUSP00000024733,10090.ENSMUSP00000075167,10090.ENSMUSP00000002084,10090.ENSMUSP00000027153,10090.ENSMUSP00000044134,10090.ENSMUSP00000100038,10090.ENSMUSP00000099490,10090.ENSMUSP00000099634,10090.ENSMUSP00000138215,10090.ENSMUSP00000029770,10090.ENSMUSP00000031822,10090.ENSMUSP00000112908,10090.ENSMUSP00000007005,10090.ENSMUSP00000021666,10090.ENSMUSP00000053558,10090.ENSMUSP00000113792,10090.ENSMUSP00000031524,10090.ENSMUSP00000058754"
Molecular Function (Gene Ontology),0.000006470658427006761,"C-acyltransferase activity","10090.ENSMUSP00000042351,10090.ENSMUSP00000037348,10090.ENSMUSP00000034547,10090.ENSMUSP00000010795,10090.ENSMUSP00000007005"
Biological Process (Gene Ontology),0.000007148645945190711,"Purine-containing compound metabolic process","10090.ENSMUSP00000002084,10090.ENSMUSP00000078436,10090.ENSMUSP00000099490,10090.ENSMUSP00000015829,10090.ENSMUSP00000099642,10090.ENSMUSP00000037348,10090.ENSMUSP00000103012,10090.ENSMUSP00000034547,10090.ENSMUSP00000031822,10090.ENSMUSP00000092702,10090.ENSMUSP00000080256,10090.ENSMUSP00000031707"
Biological Process (Gene Ontology),0.000008213182987300757,"Purine ribonucleotide metabolic process","10090.ENSMUSP00000002084,10090.ENSMUSP00000078436,10090.ENSMUSP00000099490,10090.ENSMUSP00000015829,10090.ENSMUSP00000099642,10090.ENSMUSP00000037348,10090.ENSMUSP00000103012,10090.ENSMUSP00000034547,10090.ENSMUSP00000092702,10090.ENSMUSP00000080256,10090.ENSMUSP00000031707"
KEGG,0.0000118812142468681,"Fatty acid metabolism","10090.ENSMUSP00000010795,10090.ENSMUSP00000027153,10090.ENSMUSP00000031524,10090.ENSMUSP00000099634"
Reactome Pathways,0.0000118812142468681,"Mitochondrial fatty acid beta-oxidation of saturated fatty acids","10090.ENSMUSP00000027153,10090.ENSMUSP00000072483,10090.ENSMUSP00000031524,10090.ENSMUSP00000099634"
Molecular Function (Gene Ontology),0.0000118812142468681,"Efflux transmembrane transporter activity","10090.ENSMUSP00000041204,10090.ENSMUSP00000097743,10090.ENSMUSP00000027396,10090.ENSMUSP00000031822"
Biological Process (Gene Ontology),0.000013275397939565263,"Ribonucleotide metabolic process","10090.ENSMUSP00000002084,10090.ENSMUSP00000078436,10090.ENSMUSP00000099490,10090.ENSMUSP00000015829,10090.ENSMUSP00000099642,10090.ENSMUSP00000037348,10090.ENSMUSP00000103012,10090.ENSMUSP00000034547,10090.ENSMUSP00000092702,10090.ENSMUSP00000080256,10090.ENSMUSP00000031707"
Biological Process (Gene Ontology),0.000014640676888545586,"Purine nucleotide metabolic process","10090.ENSMUSP00000002084,10090.ENSMUSP00000078436,10090.ENSMUSP00000099490,10090.ENSMUSP00000015829,10090.ENSMUSP00000099642,10090.ENSMUSP00000037348,10090.ENSMUSP00000103012,10090.ENSMUSP00000034547,10090.ENSMUSP00000092702,10090.ENSMUSP00000080256,10090.ENSMUSP00000031707"
Biological Process (Gene Ontology),0.000017296517806260226,"Ribose phosphate metabolic process","10090.ENSMUSP00000002084,10090.ENSMUSP00000078436,10090.ENSMUSP00000099490,10090.ENSMUSP00000015829,10090.ENSMUSP00000099642,10090.ENSMUSP00000037348,10090.ENSMUSP00000103012,10090.ENSMUSP00000034547,10090.ENSMUSP00000092702,10090.ENSMUSP00000080256,10090.ENSMUSP00000031707"
WikiPathways,0.00001898468897763246,"Fatty acid oxidation","10090.ENSMUSP00000099634,10090.ENSMUSP00000072483,10090.ENSMUSP00000037348,10090.ENSMUSP00000031524"
Molecular Function (Gene Ontology),0.000020317100767781362,"very-long-chain-acyl-CoA dehydrogenase activity","10090.ENSMUSP00000043424,10090.ENSMUSP00000011492,10090.ENSMUSP00000099634"
Molecular Function (Gene Ontology),0.000020317100767781362,"medium-chain-acyl-CoA dehydrogenase activity","10090.ENSMUSP00000043424,10090.ENSMUSP00000011492,10090.ENSMUSP00000072483"
Reactome Pathways,0.000020317100767781362,"Mitochondrial ABC transporters","10090.ENSMUSP00000110729,10090.ENSMUSP00000027396,10090.ENSMUSP00000033695"
Biological Process (Gene Ontology),0.00003323875788449514,"Organophosphate metabolic process","10090.ENSMUSP00000007251,10090.ENSMUSP00000002084,10090.ENSMUSP00000129169,10090.ENSMUSP00000078436,10090.ENSMUSP00000044134,10090.ENSMUSP00000099490,10090.ENSMUSP00000015829,10090.ENSMUSP00000099642,10090.ENSMUSP00000037348,10090.ENSMUSP00000103012,10090.ENSMUSP00000034547,10090.ENSMUSP00000002549,10090.ENSMUSP00000053558,10090.ENSMUSP00000092702,10090.ENSMUSP00000080256,10090.ENSMUSP00000031707"
Biological Process (Gene Ontology),0.00003869127510161632,"Organic substance metabolic process","10090.ENSMUSP00000053971,10090.ENSMUSP00000116130,10090.ENSMUSP00000129169,10090.ENSMUSP00000036881,10090.ENSMUSP00000015829,10090.ENSMUSP00000040048,10090.ENSMUSP00000023116,10090.ENSMUSP00000080256,10090.ENSMUSP00000031445,10090.ENSMUSP00000078436,10090.ENSMUSP00000001963,10090.ENSMUSP00000027396,10090.ENSMUSP00000042351,10090.ENSMUSP00000037348,10090.ENSMUSP00000010795,10090.ENSMUSP00000045888,10090.ENSMUSP00000034441,10090.ENSMUSP00000002549,10090.ENSMUSP00000068940,10090.ENSMUSP00000118491,10090.ENSMUSP00000092702,10090.ENSMUSP00000026208,10090.ENSMUSP00000031707,10090.ENSMUSP00000007251,10090.ENSMUSP00000062037,10090.ENSMUSP00000011492,10090.ENSMUSP00000112538,10090.ENSMUSP00000041243,10090.ENSMUSP00000079379,10090.ENSMUSP00000063548,10090.ENSMUSP00000072483,10090.ENSMUSP00000103012,10090.ENSMUSP00000099642,10090.ENSMUSP00000034547,10090.ENSMUSP00000043424,10090.ENSMUSP00000027888,10090.ENSMUSP00000038361,10090.ENSMUSP00000024733,10090.ENSMUSP00000075167,10090.ENSMUSP00000002084,10090.ENSMUSP00000027153,10090.ENSMUSP00000044134,10090.ENSMUSP00000100038,10090.ENSMUSP00000099490,10090.ENSMUSP00000099634,10090.ENSMUSP00000138215,10090.ENSMUSP00000029770,10090.ENSMUSP00000031822,10090.ENSMUSP00000112908,10090.ENSMUSP00000007005,10090.ENSMUSP00000021666,10090.ENSMUSP00000053558,10090.ENSMUSP00000140827,10090.ENSMUSP00000113792,10090.ENSMUSP00000031524,10090.ENSMUSP00000058754"
WikiPathways,0.00004944199860001215,"Nuclear receptors in lipid metabolism and toxicity","10090.ENSMUSP00000041204,10090.ENSMUSP00000069495,10090.ENSMUSP00000029770,10090.ENSMUSP00000068940,10090.ENSMUSP00000026208"
Molecular Function (Gene Ontology),0.00004959811371890097,"Carboxylic ester hydrolase activity","10090.ENSMUSP00000007251,10090.ENSMUSP00000129169,10090.ENSMUSP00000044134,10090.ENSMUSP00000034441,10090.ENSMUSP00000002549,10090.ENSMUSP00000053558,10090.ENSMUSP00000038361,10090.ENSMUSP00000024733"
Cellular Component (Gene Ontology),0.00005964001583883597,"Cytoplasm","10090.ENSMUSP00000053971,10090.ENSMUSP00000116130,10090.ENSMUSP00000018841,10090.ENSMUSP00000129169,10090.ENSMUSP00000110729,10090.ENSMUSP00000036881,10090.ENSMUSP00000015829,10090.ENSMUSP00000097743,10090.ENSMUSP00000078336,10090.ENSMUSP00000038476,10090.ENSMUSP00000040048,10090.ENSMUSP00000023116,10090.ENSMUSP00000031354,10090.ENSMUSP00000045134,10090.ENSMUSP00000043041,10090.ENSMUSP00000013995,10090.ENSMUSP00000080256,10090.ENSMUSP00000031445,10090.ENSMUSP00000078436,10090.ENSMUSP00000001963,10090.ENSMUSP00000027396,10090.ENSMUSP00000075011,10090.ENSMUSP00000042351,10090.ENSMUSP00000037348,10090.ENSMUSP00000033695,10090.ENSMUSP00000010795,10090.ENSMUSP00000034441,10090.ENSMUSP00000075507,10090.ENSMUSP00000068940,10090.ENSMUSP00000110172,10090.ENSMUSP00000118491,10090.ENSMUSP00000078593,10090.ENSMUSP00000092702,10090.ENSMUSP00000031707,10090.ENSMUSP00000062037,10090.ENSMUSP00000011492,10090.ENSMUSP00000030795,10090.ENSMUSP00000112538,10090.ENSMUSP00000020948,10090.ENSMUSP00000041243,10090.ENSMUSP00000079379,10090.ENSMUSP00000063548,10090.ENSMUSP00000072483,10090.ENSMUSP00000103012,10090.ENSMUSP00000029485,10090.ENSMUSP00000034547,10090.ENSMUSP00000099642,10090.ENSMUSP00000043424,10090.ENSMUSP00000009058,10090.ENSMUSP00000027888,10090.ENSMUSP00000038361,10090.ENSMUSP00000024733,10090.ENSMUSP00000075167,10090.ENSMUSP00000061893,10090.ENSMUSP00000002084,10090.ENSMUSP00000027153,10090.ENSMUSP00000047927,10090.ENSMUSP00000100038,10090.ENSMUSP00000099490,10090.ENSMUSP00000099634,10090.ENSMUSP00000138215,10090.ENSMUSP00000029770,10090.ENSMUSP00000031822,10090.ENSMUSP00000112908,10090.ENSMUSP00000007005,10090.ENSMUSP00000021666,10090.ENSMUSP00000053558,10090.ENSMUSP00000034464,10090.ENSMUSP00000126916,10090.ENSMUSP00000140827,10090.ENSMUSP00000031524,10090.ENSMUSP00000058754"
Biological Process (Gene Ontology),0.00006495486040570643,"Response to drug","10090.ENSMUSP00000041204,10090.ENSMUSP00000069495,10090.ENSMUSP00000035246,10090.ENSMUSP00000063548,10090.ENSMUSP00000097743,10090.ENSMUSP00000099642,10090.ENSMUSP00000029770,10090.ENSMUSP00000040048,10090.ENSMUSP00000009058,10090.ENSMUSP00000026208,10090.ENSMUSP00000031445"
KEGG,0.00006634878794553924,"Glyoxylate and dicarboxylate metabolism","10090.ENSMUSP00000100038,10090.ENSMUSP00000045912,10090.ENSMUSP00000034547,10090.ENSMUSP00000023116,10090.ENSMUSP00000007005"
Biological Process (Gene Ontology),0.00006634878794553924,"Xenobiotic transport","10090.ENSMUSP00000041204,10090.ENSMUSP00000097743,10090.ENSMUSP00000031822,10090.ENSMUSP00000009058,10090.ENSMUSP00000026208"
