ENSEMBL,Si_Nippo_vs_Naive,Col_DSS_vs_Naive,Col_Th17_vs_Naive,DRG_Nippo_vs_Naive,DRG_DSS_vs_Naive,DRG_Th17_vs_Naive,SMG_Nippo_vs_Naive,SMG_DSS_vs_Naive,SMG_Th17_vs_Naive,VG_Nippo_vs_Naive,VG_DSS_vs_Naive,VG_Th17_vs_Naive,Si_Nippo_vs_Naive_padj,Col_DSS_vs_Naive_padj,Col_Th17_vs_Naive_padj,DRG_Nippo_vs_Naive_padj,DRG_DSS_vs_Naive_padj,DRG_Th17_vs_Naive_padj,SMG_Nippo_vs_Naive_padj,SMG_DSS_vs_Naive_padj,SMG_Th17_vs_Naive_padj,VG_Nippo_vs_Naive_padj,VG_DSS_vs_Naive_padj,VG_Th17_vs_Naive_padj,mean_count_Si,mean_count_Col,mean_count_DRG,mean_count_SMG,mean_count_VG,SYMBOL,annot,,,
ENSMUSG00000046008,-1.01793638294231,-0.904890702249737,-1.10830640732837,0.455494564296573,0.285485326607214,0.387179335027123,1.61397716804318,5.56905857615004,1.98698316016033,0.0562695920445916,0.545145127731002,-0.0535657757981402,0.0990812213798469,1,1,0.325739378680161,1,0.20630924989762,0.0114810241420995,4.14339884284465E-08,0.00140530579967967,0.737477644832974,0.153550096482717,0.690769100042671,158.423568741016,237.125243941864,62.1686095739137,1766.18203411966,51.0497528060397,Pnlip,"Pancreatic triacylglycerol lipase; Plays an important role in fat metabolism. It preferentially splits the esters of long-chain fatty acids at positions 1 and 3, producing mainly 2-monoacylglycerol and free fatty acids, and shows considerably higher activity against insoluble emulsified substrates than against soluble ones (By similarity)",,,
ENSMUSG00000046010,-1.54113317846051,-1.47891719148191,-2.50540562327932,1.27510148075352,0.472929426619111,0.201563637069573,-0.710851940570054,0.0254860577875946,0.0293811868708652,0.0142736101941571,-0.00549923852893255,0.209499633556676,1.93084458679384E-05,0.000568972261942642,7.70484628433396E-08,0.000121362534107626,0.0502227449541852,0.401044639220057,0.0459805182150324,0.955024063653408,0.945623658908025,0.931555214953597,0.979500705881034,0.235260264644859,156.951593395207,269.505729910147,480.115560646975,902.917556416764,746.710979142233,Zfp830,"Zinc finger protein 830; Acts as an important regulator of the cell cycle that participates in the maintenance of genome integrity. During cell cycle progression in embryonic fibroblast, prevents replication fork collapse, double-strand break formation and cell cycle checkpoint activation. Controls mitotic cell cycle progression and cell survival in rapidly proliferating intestinal epithelium and embryonic stem cells. During the embryo preimplantation, controls different aspects of M phase. During early oocyte growth, plays a role in oocyte survival by preventing chromosomal breaks for [...]",,,
ENSMUSG00000046049,1.24963139472069,1.58351123685158,1.80225660386701,2.24638163777549,0.162785748516497,1.25077207854585,1.13571967941678,1.12343595657938,1.19751835036482,1.55738249431297,2.17479065815384,-0.00385413849331366,9.03453479805075E-05,0.000609289780128851,0.000511137567499703,0.000219872663475798,0.466958541576561,0.0338392878950508,0.0100358043936586,0.00816295747747477,0.00447752608854838,0.0220288159201894,0.002107483718423,0.985763090932913,273.332679358426,504.831680764614,116.074082581777,483.377875073165,171.145377803678,Rp1l1,Retinitis pigmentosa 1-like 1 protein, Required for the differentiation of photoreceptor cells. Plays a role in the organization of outer segment of rod and cone photoreceptors,,
ENSMUSG00000046085,1.55599821582242,1.35312515333991,1.57793445627983,1.61982287143656,0.0164332370752408,1.01692432236978,1.13037505023179,1.25623246870318,1.07484917141922,0.514707832112148,1.47003520895015,-0.014534205192843,2.11454584219204E-06,0.00109333592023337,0.00057890594322117,0.00463042244846025,0.952699650327911,0.0504799089583243,0.00427260235466774,0.000565826822963278,0.00373554585481043,0.155512426786363,0.0145995068366903,0.925002906966552,188.306798431877,337.687158867462,85.6024286298205,334.477074017675,156.772808827216,4931422A03Rik,RIKEN cDNA 4931422A03 gene,,,
ENSMUSG00000046095,0.430275725074701,1.03993690239242,1.23306504753354,0.817339188110413,-0.0447057265212911,0.331113322085516,2.01657305324714,3.2573742483864,1.6135564258869,0.0902083941684252,0.306574731963811,-0.00305525016701729,0.479096420604772,0.0648012609784034,0.0565467658682008,0.261158812520681,1,0.376454687068895,0.00158664158877037,7.59441376554806E-07,0.00614490507543934,0.741864244478451,0.486056442385609,0.98979594475931,16.1884884901855,21.3853025644064,7.00820963098046,23.895888506739,5.94998355769988,Krt32,"Keratin, type I cuticular Ha2; Keratin 32; Belongs to the intermediate filament family",,,
ENSMUSG00000046160,-0.00564526367837018,1.03461925832693,2.20154852669303,-0.283753731842461,0.0264579226127171,-0.18287854344866,-0.137118688082001,0.837404136062064,-0.137456354083269,1.77553732197916,1.56350490511546,4.90121513504465,0.993971774719484,0.0652709851750758,0.00041867855981374,0.712226573437857,1,0.605192960760253,0.821588954808508,0.166638341222562,0.831327466545265,0.0330065561615055,0.0457259115653861,1.13754478973115E-05,10.1325856625106,16.6274388961828,9.19847181427312,43.9411528337709,62.0767277839719,Olig1,"Class b basic helix-loop-helix protein 1/6/7; Oligodendrocyte transcription factor 1; Promotes formation and maturation of oligodendrocytes, especially within the brain. Cooperates with OLIG2 to establish the pMN domain of the embryonic neural tube",,,
ENSMUSG00000046167,1.26569541083935,1.28488191973769,1.51682264335585,0.400815899744608,-0.142259714027169,-0.0170941734925677,0.652918127931124,0.660504756659672,0.635548528200492,0.0585058302065941,-0.0760802202280583,-0.0641270957183249,1.61166095673058E-05,0.00298300642690902,0.00176009922076627,0.354061971630776,0.6345732326975,0.954190399746216,0.0656739486417184,0.0609737920102275,0.0722395258273079,0.701194966871016,0.665800613905145,0.651728838985595,248.669646969462,435.175483937214,253.558875202209,571.381760653997,942.509630857627,Gldn,"Gliomedin; Ligand for NRCAM and NFASC/neurofascin that plays a role in the formation and maintenance of the nodes of Ranvier on myelinated axons. Mediates interaction between Schwann cell microvilli and axons via its interactions with NRCAM and NFASC. Nodes of Ranvier contain clustered sodium channels that are crucial for the saltatory propagation of action potentials along myelinated axons. During development, nodes of Ranvier are formed by the fusion of two heminodes. Required for normal clustering of sodium channels at heminodes; not required for the formation of mature nodes with n [...]",,,
ENSMUSG00000046178,0.803693146476845,-0.461503695434308,-0.563082161072876,-1.50868517469719,-0.908776001377064,-1.02820884795292,0.791887475583605,1.118462423157,1.01259554350258,1.35039936116647,0.643608474688785,1.48099913711667,0.00466140593129933,0.374445505120508,0.338718870285243,1.85636334072106E-05,0.000414912071666898,0.00839695638086257,0.0187970682151825,0.000441265206801116,0.00195038200839363,0.0566588687189685,0.20536341194281,0.0452330396974272,1556.23673598024,3518.08570899094,2833.5474987714,2885.65936207649,3249.88954541237,Nxph1,Neurexophilin-1, May be signaling molecules that resemble neuropeptides. Ligand for alpha-neurexins, Belongs to the neurexophilin family,
ENSMUSG00000046180,1.29429191620085,1.1218664928829,2.22003724731264,1.23439888851408,-0.0786143070526645,0.830356290558954,0.374797087516577,0.746088907850871,1.07288752822207,0.227895414593051,0.712279698081755,-0.000798014222873237,0.0209385774929272,0.00568638982375605,1.38153032213271E-07,0.0374041097579598,1,0.0831538536364331,0.448161888959846,0.13923025166298,0.0237095868106078,0.360225388435006,0.129370975357031,0.997271218351327,17.9691787378031,47.1799518964522,21.0838588003859,67.8351489755926,34.8395081119377,mCG_117379,RIKEN cDNA 4930550L24 gene,,,
ENSMUSG00000046213,1.29729125066623,1.44516197797092,2.03964202970837,1.89052630997534,0.176922675096021,1.25970305124421,1.25815550102698,1.09150046852461,1.2882109326475,0.334250389549106,1.0647892395754,0.00222532061919271,0.000506521883216233,0.00147610189376441,4.76226212075062E-05,0.00287984082035906,1,0.0377123530142151,0.00980433909156337,0.023363443382116,0.00576613441018953,0.320739770659187,0.0952912684549112,0.992404973436096,65.2903036240088,138.210345142401,34.7243548032429,139.384253106472,48.7323184519133,Cym,"Gene model 131, (NCBI); Chymosin; Belongs to the peptidase A1 family",,,
ENSMUSG00000046215,-1.57063623965547,-1.08580079573604,-1.6232142089729,1.19450293418722,0.0397579739379665,0.224882857034733,1.857967683801,0.334158091862479,1.02347332394801,0.00836837182342595,-0.223908588768013,-0.107832319828574,1.00953135208178E-05,0.0407831123779058,0.00783889423508668,0.101057920810082,1,0.528769440005223,0.00414897905623672,0.675885756870407,0.0979752290334695,0.963660515703562,0.402321148452646,0.468762695002711,62.1538498455979,61.6942277983928,6.96482960396834,28.61331755344,147.085848761279,Rprml,Reprimo-like protein, Reprimo-like,,
ENSMUSG00000046242,1.35147136655783,1.33217847696828,1.65236969407965,1.25846126965386,0.09083055590291,0.682317141814237,1.15161780642759,1.05365922464647,1.11239046496415,0.190890805087778,0.636302091751164,-0.0148509730416327,4.71993528134541E-05,0.000160262646733145,1.33382547375192E-05,0.0100866901110435,0.754080069886362,0.0860531478980082,0.00393562015841378,0.00429513955427016,0.00291255391012303,0.338351792125298,0.0896684736237945,0.926469225471629,148.162677811109,271.817648982881,84.033339416821,281.864611480113,166.726891551078,1600029I14Rik,NA,,,
ENSMUSG00000046272,1.55670520295198,1.01961286447456,1.15446144892878,1.31842463831026,-0.048356479691665,0.34152515988834,1.90820431864186,2.64596593417879,2.1593516165905,0.758727449111917,1.20108249019509,0.112574678762153,0.00206655678477289,0.0148058836970229,0.0117966885530173,0.060850714534341,1,0.361769029179063,0.00158726523602897,9.0486684053897E-06,0.000165180700047302,0.151967519619112,0.0839017902196088,0.498785862744907,25.9188297456083,50.6380520229779,11.289514640459,65.2388306021938,15.8417179828684,Olfr1444,Olfactory receptor 1444, Potential odorant receptor,,
ENSMUSG00000046300,1.26653163993915,1.26046459746693,1.7222690028684,1.62698495847329,-0.179934487249519,0.595155291262851,0.501338437098102,1.21568843746222,0.91658401577677,0.89301417621492,1.50322272768664,-0.0108106828998285,0.00478907416730342,0.00175682386241875,7.17680028197363E-05,0.0118417692129808,1,0.168085735468699,0.317397670223366,0.0159898463528875,0.0637127695836879,0.120639468539468,0.0475680209265091,0.944906876744116,35.4066708187163,74.2176336015781,17.9842780045746,73.1295943132604,17.4575450872576,Olfr1412,Olfactory receptor 1412,,,
ENSMUSG00000046352,1.130661537383,1.22258625957736,1.28573587350612,0.882068897543272,-0.191154072734443,-0.0165020537089616,1.21291466441191,2.09168382053032,1.25134198098517,0.0044050411384205,0.666856659170418,0.0171686192325519,0.0128747816786147,0.0101316698324784,0.0165997459776053,0.185080033727893,1,0.963268453033117,0.0188593421060829,5.94444775327933E-05,0.0130129331527218,0.982214195197,0.118453540182675,0.910331185412142,34.716429402496,80.7462638891926,21.306835093563,99.8872763237208,113.695117424287,Gjb2,"Gap junction beta-2 protein; One gap junction consists of a cluster of closely packed pairs of transmembrane channels, the connexons, through which materials of low MW diffuse from one cell to a neighboring cell; Belongs to the connexin family. Beta-type (group I) subfamily",,,
ENSMUSG00000046367,1.42315018244115,1.48597757391756,1.68222427124561,1.2047732848293,0.010718054595101,0.922173271814265,0.990005239524809,1.35353491496756,1.01292989961074,0.314722568610244,0.450739169909914,0.0101900647834339,6.75003094441323E-05,0.000697302016138023,0.000515397131203675,0.0117512629386955,1,0.0413542206062252,0.0371663668442077,0.00456609493993294,0.031505612058184,0.253689489362527,0.200182155956057,0.948734524722252,58.5375889428221,110.950449547185,51.7876546774777,126.964427324893,73.5215277869687,Mgat4e,"Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase-like protein MGAT4E; Glycosyltransferase-like protein that may participate in the transfer of N-acetylglucosamine (GlcNAc) to the core mannose residues of N-linked glycans",,,
ENSMUSG00000046388,-0.248478297375029,-0.37111466707056,-0.654472205293882,1.21771745161571,0.084087070174976,0.142635603401803,-0.838583415688096,-2.97016959503626,-3.06176042980219,0.163035903821127,0.24602304390349,-1.01473797620934,0.729932880866305,0.592799515405057,0.427003153922674,0.0818748511344584,1,0.682628480256709,0.12441670370136,6.99032067276107E-07,3.43928249737723E-07,0.46562366259001,0.432011204065612,0.0670327114445217,5.20521431041797,6.67486038171801,6.92397342672739,137.575497621888,109.379072695374,ENSMUSG00000046388,NA,,,
ENSMUSG00000046415,0.165439037819771,1.27106377624269,1.38713791597382,0.437613825059852,-0.0192561903883071,-0.0599559484469529,0.0626439139150174,0.0497697749516333,-0.501367537746023,0.0126116344560787,0.159485835585797,-0.00814748433617657,0.601085388877496,0.00011632186564021,9.51569120079487E-05,0.265497431907688,0.954883235588751,0.828751432341472,0.864277052208937,0.900153797979648,0.132070056526761,0.939500744168914,0.420367356773877,0.96394240854718,161.986399481874,226.107989302458,94.2341728856455,349.005636841801,317.71220668113,B430212C06Rik,NA,,,
ENSMUSG00000046447,-0.954034968299625,-1.4994232117142,-2.84610981900828,0.50056991849389,0.342532863569488,0.0745099794370557,-0.361376394204362,1.80045336992953,0.421748812845572,0.0230200038677118,0.0339570992792251,0.00755290710149391,0.0034925860275317,0.00160480640834453,6.0014953322368E-08,0.0932379990448674,0.172940203851309,0.760872395416663,0.412989551903373,2.27751639020242E-05,0.346861968768772,0.890849763709915,0.878569062124705,0.966176300777415,264.30765052661,447.163657712156,889.477474552767,608.709679210524,1810.46492531737,Camk2n1,Calcium/calmodulin-dependent protein kinase II inhibitor 1, Potent and specific inhibitor of CaM-kinase II (CAMK2),,
ENSMUSG00000046450,0.313927169689354,1.4223856726426,1.79392173566925,1.77974570009998,0.0805950246038103,0.676753545777781,1.30467381511519,1.50362750684171,0.892879373163315,0.594666463183985,0.921428883840821,-0.020382901986492,0.484184584217392,0.000156898951123941,8.07850405405368E-06,0.00138116421559817,1,0.110236393012286,0.00709046731700375,0.00126373250526689,0.0558818473727952,0.169692033834659,0.102331008766162,0.883950100890081,64.00161281556,112.144395481079,30.9075158604162,115.445149914712,48.5563881330524,Olfr71,Olfactory receptor 71,,,
ENSMUSG00000046487,-0.909907886987514,-0.886372543395703,-1.30832763846915,1.71770831918393,0.555790152481918,1.0595937911489,0.0451158454343797,-0.00337181789307212,0.516428629031082,-0.131579753697069,-0.168765971007746,0.21431621036982,0.0511899914282858,0.0618208102924498,0.0126048144899979,7.58282379613189E-05,0.0188543610705861,0.0208049050517674,0.94115655128412,1,0.358359684990278,0.483248962299476,0.494737313504123,0.275605418391992,46.9506229422009,29.6099549340769,75.3908781542249,63.8931796633645,97.4902044621778,ENSMUSG00000046487,NA,,,
ENSMUSG00000046490,1.40679744553193,1.65031337112998,2.04796282395295,1.90876719652515,0.134361757830512,1.1559744676241,1.29795699761238,1.4230438441552,0.96711563644617,0.819315597145513,1.24093766622702,0.0150101994757647,0.00440426195874536,0.000395282239512715,6.94007054302784E-05,0.0027283525869313,1,0.0465524114575395,0.00456083417245836,0.000951703407768473,0.0259733584353551,0.134682083380107,0.075584873592205,0.921755803237557,50.7665559375144,99.9865120319008,24.4282535440546,105.523616170355,31.8020442384376,Rnf222,Ring finger protein 222,,,
ENSMUSG00000046493,0.903279403399681,1.2063981612732,1.2207612605273,2.12250926737646,0.146750216392149,0.813946892873648,1.40292659534494,2.0394865259275,2.12632590801486,0.0966565274786032,0.461158852577285,-0.00544071831433836,0.116588556600101,0.00792832558998948,0.0162337734922611,0.00143827878053452,1,0.102266921015475,0.00367566832049491,8.31950937458869E-06,7.96103697073459E-06,0.711198308910968,0.329815796260159,0.976797429592276,33.1475030647136,66.8210351305495,16.2144209177328,81.4016669144515,17.4969404732573,Olfr1352,Olfactory receptor 1352,,,
ENSMUSG00000046500,0.957315010142577,1.20657363762781,1.38549889716001,-1.43531642195804,-0.133851137414916,-0.19936993960984,1.19493156323083,1.54367283469441,1.57982152816963,-0.143907357654397,-0.0983558457293089,-0.0578577975926481,0.000406005802955258,0.00304320124225778,0.00229844836458346,0.00336767713069292,0.633241114862287,0.487050764327562,0.00434438722365909,7.30874961804955E-05,0.000109730842970046,0.426033708433567,0.633737129516266,0.671547956743587,1270.35656023781,2194.78713721129,27048.3635800303,2481.72769267719,11670.4453568207,Fam19a4,"Tafa chemokine like family member 4; Protein FAM19A4; Family with sequence similarity 19, member A4",,,
ENSMUSG00000046561,1.46095616531617,0.676573425648326,0.765662234443311,1.07492314699994,-0.104611531231012,0.583013548157784,0.390298292816573,0.987512554215822,0.573932328241539,0.380706130478839,0.916875824391088,0.0318691487598162,4.3420696285017E-07,0.0853780256187257,0.0787616603084187,0.0154263944938831,0.729333715214468,0.0972724131768803,0.256005833796859,0.002591586426025,0.0908323508818253,0.191496558854687,0.0512098261103298,0.821059035230301,320.499791418865,613.840958684603,196.573053027534,816.690950218604,278.381623761474,Arsj,Arylsulfatase i/j, Arylsulfatase J,,
ENSMUSG00000046591,0.880244941440122,1.08156748913194,1.04748223637772,1.59470548325792,0.0780873638445572,1.0101644416586,1.24589974796731,1.65139365033969,1.49131752601959,0.642916091917651,1.47318268407265,0.049390906033817,0.0217370207082533,0.00713262268132327,0.0192946605900373,0.00738004772882068,0.753755769250472,0.0559442299473085,0.00375120407649907,3.53488068259671E-05,0.000292524534264356,0.164014990148686,0.0383651852202218,0.717480786300885,204.725307035515,377.924185914556,89.7720577305034,431.766117689247,135.631690920654,Ticrr,Treslin, Regulator of DNA replication and S/M and G2/M checkpoints. Regulates the triggering of DNA replication initiation via its interaction with TOPBP1 by participating in CDK2-mediated loading of CDC45L onto replication origins. Required for the transition from pre-replication complex (pre-RC) to pre- initiation complex (pre-IC). Required to prevent mitotic entry after treatment with ionizing radiation (By similarity),,
ENSMUSG00000046593,0.570095731917942,1.23186200701867,1.66411485372839,1.36478533477356,-0.000432550496284385,0.417697096505129,1.12385791173921,2.45187092342827,0.939670165478444,3.03169215546838,2.9878214445059,1.88654374207968,0.289498526747283,0.00293576995259466,0.000180952323957811,0.0475538761414375,1,0.285174263817216,0.0317727098224504,5.56720830851053E-06,0.0734401165834218,0.000761631752668022,0.000891514737985268,0.0275241186389095,26.5641778354704,42.9388200486811,11.4639513559408,75.1290074675829,31.2006062288276,Tmem215,Transmembrane protein 215,,,
ENSMUSG00000046607,0.86000999018747,1.46875149721204,1.60904008767881,0.37613169215239,0.298551584033233,0.094248198746649,0.846304299331111,0.976180285341092,0.617908651009248,-0.00194555611051773,1.09492604215225,0.115085761960002,0.00454522665752835,7.44834186080669E-05,6.78412700959842E-05,0.255241798000782,0.256899525235677,0.705739112775851,0.00891131194555878,0.00115459924280204,0.0480326226675441,0.991654147104734,0.00320522135710354,0.437611429198712,154.056503026334,262.052975602937,178.067895914328,334.467964309261,791.761451194064,Hrk,"Harakiri, bcl2 interacting protein (contains only bh3 domain); Activator of apoptosis harakiri; Promotes apoptosis",,,
ENSMUSG00000046613,-1.69148068903161,-1.56716541242116,-2.43926476724864,0.380894651987072,0.539137217814254,0.301926811091143,-0.919864913559814,1.13120117886324,-0.28226818300087,-0.0964561852859968,-0.383854274771853,0.0147206899906767,4.87495305922731E-07,0.000180736325193583,8.22361866971404E-08,0.169254977427423,0.0179608960144748,0.176492704064812,0.122758546737326,0.0940765013742601,0.673133076694273,0.539953212266932,0.163430403935589,0.928912163032764,920.337805087848,787.351537533732,4569.76856319112,1486.90492187164,6606.83357537548,Vwa5b2,Von willebrand factor a domain-containing protein 5b2, Von Willebrand factor A domain containing 5B2,,
ENSMUSG00000046634,1.38167605673838,1.33048353978394,1.53123063107116,2.16086519221572,0.1664167482016,1.60022492984532,1.3800474145063,1.69317397639759,1.3401927993605,0.898131537595352,1.59978336396687,-0.00306403376412018,3.73932864625393E-06,0.00191961494714315,0.00141057693710146,0.000129099177408997,0.492576541827432,0.0115595323635835,0.00256328833273194,6.32511537641593E-05,0.0015613262250536,0.0671891780350006,0.00822064292515102,0.98979594475931,755.177675303374,1420.32872924155,401.603082790841,1510.36496419669,560.025264607186,Pkd1l1,Polycystic kidney disease 1 like 1, Component of a ciliary calcium channel that controls calcium concentration within primary cilia without affecting cytoplasmic calcium concentration. Forms a heterodimer with PKD2L1 in primary cilia and forms a calcium-permeant ciliary channel that regulates sonic hedgehog/SHH signaling and GLI2 transcription. Does not constitute the pore-forming subunit. Also involved in left/right axis specification downstream of nodal flow: forms a complex with PKD2 in cilia to facilitate flow detection in left/right patterning,,
ENSMUSG00000046643,1.92973136026158,1.17418477744045,1.24190267133282,1.90914252573956,0.150255733537797,1.36351055232751,1.47846400649172,1.72962497976089,1.47918446043564,0.81566197782559,1.54366903421677,0.0616107342222308,1.50649171580211E-06,0.0133710466094974,0.0203897295751295,0.00341704229329544,1,0.0328453762698087,0.00742833739585946,0.00165316514296182,0.00495925378580603,0.137099872401527,0.0460406808856015,0.668611852500446,47.640958812065,77.6696064375818,23.384033687778,84.5821124344136,26.3706481821624,Olfr218,Olfactory receptor 218,,,
ENSMUSG00000046688,0.42445142742099,0.133006100178382,0.0762409747734879,-0.42241585223894,-0.126600397268183,-0.428406207274557,0.981923694102603,1.69048680687254,0.9417608783163,-0.000940911074603958,0.123123727319557,-0.021244579450753,0.220803173010321,0.779125530147534,0.886477995438717,0.184281442426356,0.683941154807298,0.0949790208942381,0.0137801898437232,9.7747349312271E-06,0.0144875605569531,0.995657706383039,0.502140874730841,0.891149398740168,94.7561726035871,229.751086674173,166.68598388919,259.63947994199,376.865067853788,Tifa,"TRAF-interacting protein with FHA domain-containing protein A; Adapter protein which mediates the IRAK1 and TRAF6 interaction following IL-1 stimulation, resulting in the downstream activation of NF-kappa-B and AP-1 pathways. Induces the oligomerization and polyubiquitination of TRAF6, which leads to the activation of TAK1 and IKK through a proteasome-independent mechanism",,,
ENSMUSG00000046748,1.3151553481971,1.22528342046628,1.24265834313384,2.11741938934936,0.210654137287085,1.3982945157953,1.13069235639611,1.68787193411498,1.5495259126708,0.32130952155196,1.1331884695925,0.0218499215455992,4.15992422937994E-05,0.00506888373118567,0.0113219225731628,3.00134803300722E-05,0.405697451259513,0.0131381813862794,0.0116434143925623,9.4500238292857E-05,0.000423580920573959,0.235856146795315,0.0314433952926576,0.879664617974753,186.969325681846,312.807707473213,99.2715011476911,359.715436235358,137.470964371877,Tmem45a2,Transmembrane protein 45A2, RIKEN cDNA 2310005G13 gene,,
ENSMUSG00000046774,0.106730783346338,1.51511597284695,2.80580672844971,0.566998431189713,0.0682612770738789,0.774199654891542,1.41266388010904,1.04095914264684,1.67334797564246,1.06565740853789,2.32808899922278,1.08867942683673,0.879567378627052,0.00461276961954583,1.20345719934235E-06,0.412794499705335,1,0.0731513854144936,0.0188621653911174,0.122962994397245,0.00442015721466146,0.0780131834418371,0.0100967527860129,0.0603661255972516,9.62797716278381,21.0969544046572,4.19429725313319,21.8322838116863,15.6594580776316,8030474K03Rik,RIKEN cDNA 8030474K03 gene,,,
ENSMUSG00000046782,1.24572097968592,0.988286030374619,0.92951061953732,1.67042790147186,0.123289209498693,0.909138943247754,1.15220617254916,1.37314238614473,1.27106101928123,1.12437632544446,1.69122279660978,0.0316461372783649,6.87121830900046E-05,0.0107194946417625,0.0311441464092363,0.00106097285862066,0.655766482453672,0.0496929387370176,0.00500599694227409,0.000318505725339442,0.0010796604876428,0.0405267743191183,0.00534778099635575,0.820807942225727,614.33060622198,1199.78686170756,306.53875108517,1218.67889218058,446.695431085458,Ttc6,Tetratricopeptide repeat domain 6,,,
ENSMUSG00000046834,0.1096737281523,1.68786156179296,1.7370495216422,1.46087401090338,-0.0694275737955917,0.29302824461149,1.1681097866099,2.06210874977986,1.24945834350023,0.0892800884791374,0.993873911931324,0.00099622550875136,0.846062229273312,0.000138315375988965,0.000358225930935922,0.013832463521218,1,0.380943679389665,0.0166519676573928,2.07159499402617E-05,0.00873862136615075,0.674995679760053,0.098031270993383,0.996171833004861,28.278503851857,54.3954311133997,17.0577526942544,68.5173590939702,49.4011898554745,Krt1,"Keratin, type II cytoskeletal 1; May regulate the activity of kinases such as PKC and SRC via binding to integrin beta-1 (ITB1) and the receptor of activated protein C kinase 1 (RACK1). In complex with C1QBP is a high affinity receptor for kininogen-1/HMWK (By similarity); Belongs to the intermediate filament family",,,
ENSMUSG00000046854,0.132672596356614,0.84845910605277,0.944653721786002,0.291505382471184,1.14863467170596,-0.155862805492908,-0.225447655657882,-0.699521989911554,0.0988335357019832,-0.0279618790001636,-0.062010800911445,0.0468478562818497,0.761947199007407,0.0154385333879109,0.012956528120323,0.267163138898735,6.71655847604095E-07,0.467507259983014,0.639569365623366,0.140150680189214,0.85078605791897,0.859569219084505,0.731851039484996,0.743561976642909,65.7729762728757,100.014893564306,682.658647319795,193.713299121587,741.261473437361,Pip5kl1,"Phosphatidylinositol-4-phosphate 5-kinase-like protein 1; Phosphatidylinositol 4-phosphate 5-kinase-like protein 1; May act as a scaffold to localize and regulate type I PI(4)P 5-kinases to specific compartments within the cell, where they generate PI(4,5)P2 for actin nucleation, signaling and scaffold protein recruitment and conversion to PI(3,4,5)P3",,,
ENSMUSG00000046881,1.44246011725155,1.1998891551153,1.10761774379799,0.450191403961185,-0.0852260736119317,0.118685040368994,0.805177299801924,1.04395956854157,0.858422532729501,0.115712725264239,0.112308666119548,-0.0347821227744417,4.81641843033438E-05,0.00933300421618188,0.033625057804822,0.422855742822283,1,0.694897486320185,0.0580602747287786,0.0138049598726547,0.0429728098676761,0.520362492378948,0.625608736944918,0.801319626154383,77.4174391524045,134.879839746019,47.0150194437831,133.925812980054,80.4270284880615,Olfr374,Olfactory receptor 374,,,
ENSMUSG00000046886,1.38002811599195,1.19137399203251,1.44394945148974,2.68014253520347,0.215468786227316,1.56593502842976,0.961696053469499,1.58034678991351,1.19098424116385,0.107262378728332,0.722333692545441,0.0121657280030702,0.000130407458224486,0.00729477723356916,0.00385169409391386,1.64887594342013E-05,1,0.0184935007406821,0.0516194340371584,0.00160631429884347,0.0147889237991316,0.581021355188051,0.131517128800315,0.936316065582768,112.860181211663,203.747319969577,58.1698461670406,229.027519455502,84.8726162469656,Zfp474,Zinc finger protein 474,,,
ENSMUSG00000046942,1.40806912386204,1.23867113650351,2.22736035063598,2.33012865899466,0.0956296943837658,2.21463941234909,0.579627670831517,0.815227634834976,1.55582921182511,0.148064464718661,0.330582043116096,-0.159245093837571,0.000227317300701803,0.00462532004171531,3.47156003896179E-06,0.000121219147453645,0.697106145298255,0.00125398697743771,0.169789770242871,0.0559133403953178,0.00027915390975014,0.456624507077369,0.289884946086277,0.360263347694384,99.4433344301746,224.955960298514,72.1307045218468,282.342942602656,106.240767058193,Mageb16,"Melanoma-associated antigen B16; Melanoma antigen family B, 16",,,
ENSMUSG00000046958,1.20234473691373,1.33056114818992,1.43685259119786,2.35620739644376,0.128152066118082,1.39008393952972,0.90961246548248,1.55556179557001,1.1578641618324,1.57290664808908,1.8931337443596,0.0305723045447768,0.000368623171941229,0.00188808348376824,0.00259496230175202,3.74292043653038E-05,0.613553174162906,0.0215251971241469,0.0372839041625374,0.000299374654184244,0.006920258636723,0.0158599039607718,0.00377302584804175,0.822466073868645,164.896282955788,263.401139673648,99.9059202953059,371.183890967395,95.7306682820931,ENSMUSG00000046958,NA,,,
ENSMUSG00000047014,1.20444502907307,1.20628748634952,1.19187943404669,1.76367221189304,0.0678668213475898,1.09117337658692,1.01660259845976,1.5192359970887,1.34584031431617,0.315168439367441,0.990752382169336,0.00767156735091292,1.10231818412811E-05,0.00242355704809618,0.00694481817173657,0.00377192089376306,0.782084969743707,0.0488053640122543,0.0208470031126851,0.000385427189195703,0.00170573467221588,0.228653807621724,0.0406835334892467,0.965097648838754,887.629652896728,1525.57480268905,460.238017712988,1693.70701966033,619.53567324933,Catsperb,Cation channel sperm-associated protein subunit beta, Probably involved in sperm cell hyperactivation via its association with CATSPER1. Sperm cell hyperactivation is needed for sperm motility which is essential late in the preparation of sperm for fertilization,,
